Year,Location,State,Dead,Injured,Total,Race,Gender,Mental Health,Description,Latitude,Longitude,Party
2003,"Chicago, Illinois",Illinois,7,0,6,Unknown,Male,No,"On August 27, 2003, a 36-year-old former employee of Windy City Core Supply in Chicago, Illinois arrived at the warehouse in which he used to work and began shooting at the supervisors that fired him and other coworkers, killing six. He was later killed in a shoot-out with the police.",41.8392805,-87.688181,Democratic
2003,"Meridian, Mississippi",Mississippi,7,8,15,White American,Male,Yes,"Assembly line worker Douglas Williams, 48, opened fire at his Lockheed Martin workplace in a racially motivated attack before committing suicide.",32.376081,-88.68978,Democratic
2003,"Meridian, Mississippi",Mississippi,7,8,14,White American,Male,No,"On July 8, 2003, a 48-year-old factory worker at Lockheed Martin in Meridian, Mississippi was attending a diversity training workshop mandated by his employer before excusing himself. Minutes later, he returned to the meeting and began shooting at his coworkers, killing six and wounding eight more before killing himself. The shooting was thought to have been racially motivated.",32.3845525,-88.689679,Democratic
2003,"Cleveland, Ohio",Ohio,1,2,3,Asian American,Male,No,"On May 9, 2003, a graduate of the Case Western Reserve University in Cleveland, Ohio began shooting on the school grounds, killing a student and wounding a professor and another student. He was later arrested after holding a building hostage for seven hours.",41.4765756,-81.680515,Republican
2002,"Tucson, Arizona",Arizona,4,0,3,Unknown,Male,No,"On October 28, 2002, a 41-year-old nursing student failing out of his classes University of Arizona College of Nursing in Tucson, Arizona arrived on campus and shot three of his professors, killing them all, before committing suicide.",32.1535891,-110.96776,Republican
2002,"Grundy, Virginia",Virginia,3,3,6,Black or African American,Male,No,"On January 16, 2002, a 43-year-old former student of the Appalachian School of Law in Grundy, Virginia arrived on campus and began shooting. He killed the dean, a professor, a student and wounded three others before being arrested.",37.2753771,-82.098772,Republican
2001,"Santee, San Diego, California",California,2,13,15,White American,Male,No,"On March 5, 2001, a 15-year-old student of Santana High School in San Diego, California arrived to school and began shooting at his fellow classmates. Two students were killed and thirteen others were wounded before the shooter was taken into custody.",32.8635728,-117.12816,Democratic
2001,"Melrose Park, Illinois",Illinois,5,4,9,Black or African American,Male,No,"Fired employee William D. Baker, 66, opened fire at his former Navistar workplace before committing suicide.",41.9005865,-87.856728,Republican
2001,"Melrose Park, Illinois",Illinois,6,4,9,Black or African American,Male,No,"On February 5, 2001, a 66-year-old fired employee arrived at his former workplace at Navistar in Melrose Park, Illinois with firearms, forced his way past security and began shooting at supervisors and coworkers before committing suicide. He had been scheduled to begin a prison sentence the next day on charges of stealing from his employer.",41.902896,-87.864302,Republican
2000,"Wakefield, Massachusetts",Massachusetts,7,0,7,White American,Male,Yes,"Michael McDermott, 42, opened fire on co-workers at Edgewater Technology and was later arrested.",42.506484,-71.072831,Democratic
2000,"Wakefield, Boston, Massachusetts",Massachusetts,7,0,7,Unknown,Male,No,"On December 26, 2000, a 42-year-old computer technician at Edgewater Technology in Wakefield, Massachusetts entered his office and began shooting at managers and coworkers, killing seven before he was arrested. He claimed he was sent as a time-traveler to kill Nazis, and his insanity plea was denied.",42.3090409,-71.102714,Democratic
1999,"Tampa, Florida",Florida,5,3,8,Latin American,Male,Yes,"Hotel employee Silvio Leyva, 36, gunned down four coworkers at the Radisson Bay Harbor Inn before killing a woman outside who refused to give him her car. He was arrested shortly after the shootings.",27.9477595,-82.458444,Republican
1999,"Tampa, Florida",Florida,5,3,8,Unknown,Male,No,"On December 30, 1999, a 36-year-old employee of the Radisson Bay Harbor Inn in Tampa, Florida arrived at his place of work and began shooting his coworkers, killing four and wounding three others. He fled the scene and attempted to steal a vehicle, killing the woman inside before being arrested.",27.9960186,-82.445038,Republican
1999,"Fort Gibson, Oklahoma",Oklahoma,0,4,4,White American,Male,No,"On December 6, 1999, a 13-year-old student at Fort Gibson Middle School in Fort Gibson, Oklahoma opened fire on his classmates for no apparent reason, wounding four before being stopped by a teacher and taken into custody.",35.7766991,-95.259966,Democratic
1999,"Honolulu, Hawaii",Hawaii,7,0,7,Asian American,Male,Yes,"Byran Koji Uyesugi, 40, a Xerox service technician, opened fire inside the building with a 9mm Glock. He fled and was later apprehended by police.",21.3255125,-157.84731,Democratic
1999,"Honolulu, Hawaii",Hawaii,7,0,7,Asian American,Male,Yes,"On November 2, 1999, a 40-year-old Xerox employee arrived to work at his office in Honolulu, Hawaii and began shooting his coworkers, killing seven before fleeing. He was later arrested in the mountains of Honolulu and was found to have been suffering from paranoid delusions and hallucinations from mental illness.",21.309106,-157.845,Democratic
1999,"Fort Worth, Texas",Texas,8,7,15,White American,Male,Yes,"Larry Gene Ashbrook, 47, opened fire inside the Wedgwood Baptist Church during a prayer rally before committing suicide.",32.693397,-97.470671,Republican
1999,"Fort Worth, Texas",Texas,8,7,14,White American,Male,Yes,"On September 15,1999, a 47-year-old man entered the Wedgwood Baptist Church in Fort Worth, Texas during a prayer rally and began shooting, killing seven and wounding seven others before killing himself.",32.7480214,-97.313051,Republican
1999,"Atlanta, Georgia",Georgia,9,13,22,White American,Male,Yes,"Day trader Mark O. Barton, 44, who had recently lost a substantial sum of money, went on a shooting spree through two day-trading firms. He started at the All-Tech Investment Group, where he worked, then went on to Momentum Securities. He fled and hours later, after being cornered by police outside a gas station, committed suicide. (Two days before the spree, he killed his wife and two children with a hammer.)",33.7490987,-84.390185,Democratic
1999,"Atlanta, Georgia",Georgia,10,12,21,White American,Male,Yes,"On July 29, 1999, after murdering his wife and children in their home in Atlanta, Georgia over the prior two days, a 44-year-old day trader entered a stock exchange office, killing four and moving on to another office, where he killed an additional five and wounded twelve. He was pursued by police until he committed suicide at a gas station.",33.7629969,-84.423133,Democratic
1999,"Conyers, Georgia",Georgia,0,6,6,White American,Male,No,"On May 20. 1999, a 15-year-old student of Heritage High School in Conyers, Georgia arrived on campus and began shooting his fellow students as he was upset over a breakup with his girlfriend. He non-fatally wounded six students before being arrested.",33.6608627,-84.026885,Democratic
1999,"Littleton, Colorado",Colorado,13,24,37,White American,Male,Yes,"Eric Harris, 18, and Dylan Klebold, 17, opened fire throughout Columbine High School before committing suicide.",39.6021065,-104.98773,Republican
1999,"Littleton, Colorado",Colorado,15,24,37,White American,Male,Yes,"On April 20, 1999, two students ages 17 and 18 arrived on their campus at Columbine High School in Littleton, Colorado, planning to kill hundreds of their peers and teachers. After two large propane tank bombs failed to explode, the students began shooting at their classmates, killing twelve and a teacher and wounding twenty-four others. The incident ended when the students killed themselves simultaneously in the library.",39.5935826,-105.01521,Republican
1998,"Riverside, California",California,0,6,6,Black or African American,Male,No,"On October 6, 1998, a 48-year-old U.S. Postal Service employee entered a conference room at City Hall in Riverside, California and began shooting. He wounded the mayor, two council members and three police officers before being shot by police and taken into custody.",33.9381435,-117.39484,Democratic
1998,"Springfield, Oregon",Oregon,4,25,29,White American,Male,Yes,"After he was expelled for having a gun in his locker, Kipland P. Kinkel, 15, a freshman at Thurston High, went on a shooting spree, killing his parents at home and two students at school. Five classmates wrestled Kipland to the ground before he was arrested.",44.0462362,-123.02203,Republican
1998,"Springfield, Oregon",Oregon,4,25,29,White American,Male,Yes,"On May 21, 1998, a 15-year-old student at Thurston High School in Springfield, Oregon arrived on campus the day after killing both his parents with firearms in their home. He began shooting at the students, killing two and wounding twenty-five others before being arrested.",44.054897,-123.00756,Republican
1998,"Edinboro, Pennsylvania",Pennsylvania,1,3,4,White American,Male,Yes,"On April 24, 1998, a 14-year-old student of Park Middle School in Edinboro, Pennsylvania was attending the end-of-the-year dance at an off-campus banquet hall. The student pulled his father's gun from a pocket and began shooting, killing a teacher and wounding another and two students before being arrested.",41.8761714,-80.124596,Republican
1998,"Jonesboro, Arkansas",Arkansas,5,10,15,White American,Male,No,"Mitchell Scott Johnson, 13, and Andrew Douglas Golden, 11, two juveniles, ambushed students and teachers as they left the school; they were apprehended by police at the scene.",35.8209895,-90.668261,Democratic
1998,"Jonesboro, Arkansas",Arkansas,5,10,15,White American,Male,No,"On March 24, 1998, a 13-year-old boy stole his mother's car that he and an 11-year-old cousin had loaded with guns and ammunition. When they arrived to Westside Middle School in Jonesboro, Arkansas, the younger boy pulled the fire alarm and met the elder on a hill overlooking the evacuation meeting site. They boys then began shooting at the crowd, killing four students and a teacher and wounding ten others before being arrested.",35.8208316,-90.679501,Democratic
1998,"Newington, Connecticut",Connecticut,5,1,6,White American,Male,Yes,"Lottery worker Matthew Beck, 35, gunned down four bosses over a salary dispute before committing suicide.",41.6856325,-72.729838,Democratic
1998,"Newington, Connecticut",Connecticut,5,0,4,White American,Male,Yes,"On March 6, 1998, a 35-year-old disgruntled employee of the State Lottery in Newington, Connecticut arrived at his workplace and began shooting. He killed four of his coworkers and supervisors before committing suicide.",41.6870085,-72.730839,Democratic
1997,"Milwaukee, Wisconsin",Wisconsin,2,2,3,Black or African American,Male,No,"On December 19, 1997, a 37-year-old postal worker in Milwaukee, Wisconsin began shooting at the post office where he was employed. He shot and killed a coworker and wounded his supervisor and another coworker before committing suicide.",43.0642032,-87.967244,Democratic
1997,"Orange, California",California,5,2,7,Latin American,Male,No,"Former Caltrans employee Arturo Reyes Torres, 41, opened fire at a maintenance yard after he was fired for allegedly selling government materials he'd stolen from work. He was shot dead by police.",33.7877944,-117.85311,Democratic
1997,"Orange, California",California,5,2,6,Unknown,Male,No,"On December 18, 1997, a 41-year-old recently fired Caltrans employee arrived to his former office and began shooting at his former coworkers and supervisors. He killed four employees and wounded another and a police officer before being killed by police.",33.789356,-117.82041,Democratic
1997,"West Paducah, Kentucky",Kentucky,3,5,8,White American,Male,Yes,"On December 1, 1997, a 14-year-old student at Heath High School in West Paducah, Kentucky brought stolen guns to campus and began shooting at a prayer group that met every day, killing three students and wounding five others before being arrested. The shooter was later found to have been suffering from paranoid schizophrenia.",37.08506,-88.74422,Democratic
1997,"Pearl, Mississippi",Mississippi,2,7,9,White American,Male,Yes,"On October 1, 1997, a 16-year-old student of Pearl High School in Pearl, Mississippi stabbed his mother to death before heading to school. Once there, he shot and killed his ex-girlfriend and her friend before wounding an additional seven other students. He was stopped while fleeing the incident by a principal with a handgun and was arrested.",32.2749278,-90.094707,Democratic
1997,"Aiken, South Carolina",South Carolina,4,3,7,Black or African American,Male,No,"Ex-con Hastings Arthur Wise, 43, opened fire at the R.E. Phelon Company in retaliation for being fired after an argument with a supervisor. He attempted suicide by ingesting insecticide, failed, and was executed by the state of South Carolina eight years later.",33.5598586,-81.721952,Republican
1997,"Aiken, South Carolina",South Carolina,4,3,7,Black or African American,Male,No,"On September 15, 1997, a 43-year-old former employee of the R.E. Phelon Company in Aiken, South Carolina arrived at the plant and shot the security guard in the parking lot. He then entered the facility and began shooting his former coworkers, killing four and wounding two others. He attempted suicide with insecticide, but was unsuccessful and eventually arrested.",33.4752455,-81.725959,Republican
1997,"Bethel, Alaska",Alaska,2,2,4,White American,Male,Yes,"On February 19, 1997, a 16-year-old student at Bethel Regional High School in Bethel, Alaska arrived on campus and shot a popular student, killing him. He later shot and killed the school's principal and wounded two others before being arrested.",60.7905388,-161.79275,Republican
1996,"San Diego, California",California,3,0,3,White American,Male,No,"On August 15, 1996, a 36-year-old mechanical engineering graduate student at San Diego State University in San Diego, California was set to defend his Master's thesis for the second time. Instead, he pulled a gun he had stashed in a first aid kit in the room and shot twenty-three rounds into the three professors witnessing his defense, killing all three. He was found and arrested in the room, where he had planned to commit suicide but could not do it.",32.8635728,-117.12816,Republican
1996,"Fort Lauderdale, Florida",Florida,6,1,7,Black or African American,Male,Yes,"Fired city park employee Clifton McCree, 41, opened fire on former coworkers he called ""racist devils"" inside their municipal trailer in an act of revenge after failing a drug test. He then committed suicide.",26.1223084,-80.143379,Democratic
1996,"Fort Lauderdale, Florida",Florida,7,0,6,Black or African American,Male,No,"On February 9, 1996, a fired maintenance worker in Fort Lauderdale, Florida arrived at his former workplace and began shooting his ex-coworkers, killing five and wounding another before killing himself. The wounded victim later died of his injuries. He was dismissed from the position due to obscene behavior toward park visitors and for failing a drug test, though he attributed his termination to his supervisors' racism.",26.1173702,-80.148657,Democratic
1996,"Moses Lake, Washington",Washington,3,1,4,White American,Male,Yes,"On February 2, 1996, a 14-year-old student walked into his algebra class at Frontier Junior High School in Moses Lake, Washington shooting and killing his teacher before killing two students, one who had bullied him, and wounding another student in the arm. He then held the class hostage and was tackled and held by a teacher until he was apprehended by police.",47.1218942,-119.27507,Democratic
1995,"Lynnville, Tennessee",Tennessee,2,1,3,White American,Male,Yes,"On November 15, 1995, a 17-year-old students at Richland High School in Lynnville, Tennessee arrived to school and began shooting. He killed a teacher, a student and wounded another teacher before the gun was wrestled away from him by another teacher.",35.3781037,-87.006106,Democratic
1995,"Corpus Christi, Texas",Texas,6,0,6,Unknown,Male,No,"Disgruntled former metallurgist James Daniel Simpson, 28, opened fire throughout the Walter Rossler Company where he had worked before exiting the building and committing suicide.",27.823713,-97.417398,Democratic
1995,"Corpus Christi, Texas",Texas,6,0,5,Unknown,Male,No,"On April 3, 1995, a disgruntled former metallurgist of the Walter Rossler Company in Corpus Christi, Texas entered the office and began shooting. He killed three employees, the owner and his wife before killing himself in another room.",27.7390752,-97.430734,Democratic
1995,"Montclair, New Jersey",New Jersey,4,1,5,White American,Male,No,"On March 21, 1995, a 29-year-old former postal laborer entered a post office in Montclair, New Jersey, and robbed the employees at gunpoint. He then killed two postal workers, two customers and wounded another man before fleeing the scene. He was later arrested in his apartment.",40.826184,-74.20862,Republican
1995,"Chapel Hill, North Carolina",North Carolina,2,2,4,White American,Male,Yes,"On January 26, 1995, a 26-year-old mentally ill law student in Chapel Hill, North Carolina, was permitted to take unsupervised off-campus trips outside his mental hospital. During this particular trip, he opened fire on passersby, killing two and wounding two others before being arrested. He was found not guilty by reason of insanity and later won a lawsuit against a psychiatrist.",35.9268147,-79.038504,Democratic
1994,"Brookline, Massachusetts",Massachusetts,2,5,7,White American,Male,Yes,"On December 30, 1994 a man entered a Planned Parenthood clinic, shot and killed the receptionist, and opened fire in the clinic, wounding three others. Several minutes later he entered a Preterm Health Services clinic and shot three people, killing one.",42.3242739,-71.1408,Democratic
1994,"Wickliffe, Ohio",Ohio,1,3,4,White American,Male,Yes,"On November 7, 1994, a 37-year-old man approached the Wickliffe Middle School in Wickliffe, Ohio and shot, killing a custodian. He then wounded a school administrator, a teacher and a police officer before being detained by the police.",41.6071374,-81.46902,Republican
1994,"Fairchild Air Force Base, Washington",Washington,5,23,28,White American,Male,Yes,"Former airman Dean Allen Mellberg, 20, opened fire inside a hospital at the Fairchild Air Force Base before he was shot dead by a military police officer outside.",47.6186449,-117.64836,Democratic
1994,"Fairchild Air Force Base, Washington",Washington,5,23,27,White American,Male,Yes,"On June 20, 1994, a 20-year-old discharged technician at the Fairchild Air Force Base Hospital outside of Spokane, Washington entered the office of the psychologist and psychiatrist that first diagnosed him to be unfit for service, shot and killed them both. He continued shooting at patients and visitors at the hospital, killing a young boy, the wife of a retired serviceman and wounding twenty-three more before being killed by a military police officer.",47.618456,-117.6441,Democratic
1994,"Union, Kentucky",Kentucky,4,0,4,White American,Male,No,"On May 26, 1994, a 17-year-old high school student awoke in the early hours of the day to kill his parents and his sisters in their home. He then kidnapped his prom date at gunpoint and brought her to a classroom, where he held her, a teacher and 22 students hostage before being detained by police.",38.9513082,-84.670663,Democratic
1993,"Chelsea, Michigan",Michigan,1,2,3,White American,Male,Yes,"On December 16, 1993, after a meeting with school officials in regards to a harassment complaint made by a student, a 39-year-old Chemistry teacher at Chelsea High School in Chelsea, Michigan stormed off with his wife and went home. Still enraged by the allegation, he returned to the school, killing the superintendent and wounding the principal and a teacher before being arrested.",42.3131938,-84.018681,Republican
1993,"Aurora, Colorado",Colorado,4,1,5,Black or African American,Male,Unclear,"Nathan Dunlap, 19, a recently fired Chuck E. Cheese's employee, went on a rampage through his former workplace and was arrested the following day. He now awaits execution on death row.",39.754713,-104.83587,Republican
1993,"Aurora, Colorado",Colorado,4,1,5,Black or African American,Male,Yes,"On December 14, 1993, a 19-year-old fired Chuck E. Cheese's employee in Aurora, Colorado visited his former workplace and waited until closing to confront his ex-coworkers. He then opened fire, killing three teenaged employees, one 50-year-old employee, and wounding another before being arrested.",39.6989293,-104.78719,Republican
1993,"Garden City, New York",New York,6,19,25,Black or African American,Male,Yes,"Colin Ferguson, 35, opened fire on an eastbound Long Island Rail Road train as it approached a Garden City station. He was later arrested.",40.7267682,-73.634296,Democratic
1993,"Garden City, New York",New York,6,19,25,Black or African American,Male,No,"On December 7, 1993, a 34-year-old mentally unstable man boarded a Lond Island Rail Road commuter train headed to Nassau County in New York. He began shooting in the train car, killing six and wounding nineteen before being apprehended by three passengers in the train.",40.7266227,-73.644712,Democratic
1993,"Sheridan, Wyoming",Wyoming,1,4,4,White American,Male,No,"On September 17, 1993, a 29-year-old man recently discharged from the Navy approached a physical education class at Central Middle School in Sheridan, Wyoming and opened fire on its 29 students. He wounded four students before committing suicide in front of the class.",44.7905107,-106.95992,Republican
1993,"Fayetteville, North Carolina",North Carolina,4,8,12,White American,Male,No,"Army Sgt. Kenneth Junior French, 22, opened fire inside Luigi's Italian restaurant while ranting about gays in the military before he was shot and arrested by police.",35.0529931,-78.878706,Democratic
1993,"Fayetteville, North Carolina",North Carolina,4,8,12,White American,Male,No,"On August 6, 1993, a 22-year old army sergeant opened fire inside Luigi's Restaurant in Fayetteville, North Carolina, killing four people and injuring eight more. The shooter was ranting about gays in the military before he was shot and arrested by police.",35.0799709,-79.037961,Democratic
1993,"Ogden, Utah",Utah,1,3,3,Asian American,Male,No,"On July 8, 1993, a 28-year old student shot and injured three people at a grievance hearing at Weber State University in Odgen, Utah. One of the injured was a State police officer who was able to shoot back, killing the perpetrator.",41.2281367,-111.96753,Republican
1993,"San Francisco, California",California,9,6,15,White American,Male,No,"Failed businessman Gian Luigi Ferri, 55, opened fire throughout an office building before he committed suicide inside as police pursued him.",37.7789601,-122.4192,Democratic
1993,"San Francisco, California",California,9,6,14,White American,Male,No,"On July 1, 1993, a 55-year-old failing entrepreneur entered the law offices of Pettit & Martin in the financial district of San Francisco, California. He then opened fire on the office, killing eight and wounding six others before turning the gun on himself. He had apparently targeted the law firm due to his deep hatred for lawyers arising from his failed business endeavors and a real estate consultation with the firm years before.",37.7545784,-122.44243,Democratic
1993,"Dearborn, Michigan",Michigan,2,2,3,Unknown,Male,Unclear,"On May 6, 1993, a 45-year-old postal mechanic, upset with supervisors and the management of his post office in Dearborn, Michigan, arrived to work and began shooting. He killed a supervisor and wounded two other postal employees before committing suicide.",42.3126952,-83.212932,Republican
1993,"Dana Point, California",California,1,5,6,White American,Male,Yes,"On May 6, 1993, after murdering his mother and her dog, a 38-year-old postal employee who had been fired five months prior arrived at the post office in Dana Point, California and shot and killed a former coworker and wounded another. He later shot a man in his garage, a woman motorist, robbed and shot two others at an ATM, totaling five injured victims and one death.",33.4731608,-117.6964,Democratic
1992,"Great Barrington, Massachusetts",Massachusetts,2,4,6,Asian American,Male,No,"On December 14, 1992, an 18-year-old student opened fire at Simon's Rock College of Bard in Great Barrington, Massachusetts. Before turning himself in to police, he killed a student and a teacher and wounded four others.",42.1935827,-73.362163,Democratic
1992,"Watkins Glen, New York",New York,5,0,5,White American,Male,Yes,"John T. Miller, 50, killed four child-support workers in a county office building before turning the gun on himself. Miller was upset about a court order garnishing his paycheck to cover overdue child-support payments.",42.3810555,-76.870578,Democratic
1992,"Watkins Glen, New York",New York,5,0,4,White American,Male,No,"On October 15, 1992, a 50-year-old truck driver, upset about his wages being garnished for back-payments of child support, entered the Schuyler County Office Building in Watkins Glen, New York. He killed four female social workers before committing suicide.",42.3801388,-76.867247,Democratic
1992,"Amarillo, Texas",Texas,0,6,6,Unknown,Male,Unclear,"On September 11, 1992, a fight broke out in Amarillo, Texas between two students that ended with one student, a 17-year-old male, pulling a gun out and shooting. Six students were wounded before the shooter was taken into custody.",35.1832248,-101.88057,Democratic
1992,"Olivehurst, California",California,4,10,14,White American,Male,No,"Former Lindhurst High School student Eric Houston, 20, angry about various personal failings, killed three students and a teacher at the school before surrendering to police after an eight-hour standoff. He was later sentenced to death.",39.0786876,-121.54758,Democratic
1992,"Olivehurst, California",California,4,10,14,White American,Male,Yes,"On May 1, 1992, a 20-year-old former student of Lindhurst High School in Olivehurst, California began shooting at students and teachers in classrooms. Seeking revenge for a failing grade, the shooter first killed the teacher who gave him that grade, later killing three students and injuring ten others before being arrested.",39.0817499,-121.55495,Democratic
1991,"Royal Oak, Michigan",Michigan,5,5,10,White American,Male,Yes,"Laid-off postal worker Thomas McIlvane, 31, opened fire at his former workplace before committing suicide.",42.4894801,-83.144649,Democratic
1991,"Royal Oak, Michigan",Michigan,5,5,9,White American,Male,Yes,"On November 14, 1991, a 31-year old former postal worker opened fire at the post office in Royal Oak, Michigan, his former workplace. He killed his four supervisors and wounded five co-workers before committing suicide.",42.508402,-83.153874,Democratic
1991,"Iowa City, Iowa",Iowa,6,1,7,Asian American,Male,Unclear,"Former graduate student Gang Lu, 28, went on a rampage on campus and then committed suicide at the scene.",41.6606893,-91.530221,Democratic
1991,"Iowa City, Iowa",Iowa,6,1,6,Asian American,Male,No,"On November 1, 1991, a 28-year-old astrophysics researcher opened fire on academics at a meeting at the University of Iowa in Iowa City. The shooter fatally wounded three professors on his dissertation committee, an academic affairs officer, and the researcher who received the award he felt he deserved, and as well as paralyzing a student employee before committing suicide.",41.6558941,-91.53118,Democratic
1991,"Killeen, Texas",Texas,24,20,44,White American,Male,No,"George Hennard, 35, drove his pickup truck into a Luby's cafeteria and opened fire before committing suicide.",31.1171194,-97.727796,Democratic
1991,"Killeen, Texas",Texas,24,20,43,White American,Male,Yes,"On October 16, 1991, a 35-year old unemployed seaman drove his truck through a window at Luby's Cafeteria in Killeen, Texas. He then opened fire, killing twenty-three people and wounding twenty before turning the gun on himself.",31.0792551,-97.733923,Democratic
1991,"Ridgewood, New Jersey",New Jersey,3,0,3,Black or African American,Male,Yes,"On October 10, 1991, a 35-year old former postal clerk, apparently seeking revenge for his dismissal, killed his former supervisor with sword and shot her boyfriend at their home. Then entered the post office where he used to work in Ridgewood, New Jersey, and killed two of his former co-workers. After a four-hour standoff with police, the shooter was arrested. Before leaving his apartment, the shooter rigged a homemade bomb of explosives to his front door.",40.9821328,-74.112647,Democratic
1991,"Phoenix, Arizona",Arizona,9,0,9,Asian American,Male,No,"On the evening on August 9, 1991, two high school students in the Air Force ROTC program entered a Buddhist monastery intending to steal cameras, golden religious paraphernalia and cash from the monks. After looting the monastery and holding the monks hostage, the boys decided to shoot and kill all nine occupants of the house to leave no witnesses of their crime.",33.5714588,-112.09049,Republican
1990,"Jacksonville, Florida",Florida,10,4,14,Black or African American,Male,No,"James Edward Pough, 42, opened fire at a General Motors Acceptance Corporation office before committing suicide. (The day prior, Pough killed a pimp and prostitute and injured two others. Those victims are not included in the mass murder count.)",30.3321838,-81.655651,Democratic
1990,"Jacksonville, Florida",Florida,12,6,17,Black or African American,Male,No,"After fatally shooting a man and woman and wounding two teenage boys, the 42-year-old gunman robbed a convenience store at gunpoint on June 17, 1990. The next day, the shooter opened fire at the General Motors Acceptance Corporation car loan office in Jacksonville, Florida, killing seven employees and a customer and injuring four others before turning the gun on himself.",30.3321612,-81.67577,Democratic
1989,"Louisville, Kentucky",Kentucky,9,12,21,White American,Male,Yes,"Joseph T. Wesbecker, 47, gunned down eight people at his former workplace before committing suicide.",38.2542376,-85.759407,Democratic
1989,"Louisville, Kentucky",Kentucky,9,12,20,White American,Male,Yes,"On September 14. 1989, a 47-year-old man, disgruntled by his work situation and suffering from mental illness, entered the Standard Gravure printing company in Louisville, Kentucky, his former workplace, and began shooting. The incident ended with eight fatalities and twelve gun injuries before the shooter ending his own life with a bullet.",38.249432,-85.726243,Democratic
1989,"Escondido, California",California,4,1,4,White American,Male,No,"On August 10, 1989, a 52-year-old ""model"" postal worker murdered his wife in their home before arriving to work at the Orange Glen Post Office in Escondido, California. He then shot and killed two co-workers and injured another before taking the gun to his own head, dying later in a hospital.",33.1343993,-117.07225,Democratic
1989,"Stockton, California",California,6,29,35,White American,Male,Yes,"Patrick Purdy, 26, an alcoholic with a police record, launched an assault at Cleveland Elementary School, where many young Southeast Asian immigrants were enrolled. Purdy killed himself with a shot to the head.",37.9577016,-121.29078,Democratic
1989,"Stockton, California",California,6,30,35,White American,Male,Yes,"On January 17, 1989, an unemployed 24-year-old man arrived to Cleveland Elementary School in Stockton, California. He set his car on fire in the parking lot, before entering the school to begin shooting. The shooter killed five students and injured thirty others including a teacher, before killing himself.",37.9663181,-121.30188,Democratic
1988,"New Orleans, Louisiana",Louisiana,0,4,4,Unknown,Male,Unclear,"On December 14, 1988, a 39-year-old post office employee entered the main post office in downtown New Orleans, Louisiana, where he worked with a shotgun. He took his ex-girlfriend as a hostage and was able to hold off police and FBI agents for 13 hours until he surrendered. He injured three co-workers and one FBI agent.",30.0687242,-89.931474,Democratic
1988,"Greenwood, South Carolina",South Carolina,2,9,11,White American,Male,Yes,"On September 26, 1988, an unemployed 19-year-old man entered the Oakland Elementary School in Greenwood, South Carolina. He was arrested after killing two 8-year-old girls and injuring seven other students and two teachers. He was later found ""guilty but mentally ill.""",34.1928952,-82.153555,Democratic
1988,"Chicago, Illinois",Illinois,5,2,6,Black or African American,Male,No,"On September 22, 1988, a 40-year-old Vietnam veteran shot and killed two employees at a Comet Auto Parts in Chicago, Illinois before heading to the Montefiore School to continue the shooting. He injured a city worker and fatally wounded a custodian at the school before he was discovered by police. The shooter opened fire on the officers, injuring one and killing another.",41.8392805,-87.688181,Democratic
1988,"Winnetka, Illinois",Illinois,2,7,8,White American,Female,Yes,"On May 20, 1988, a 30-year-old woman entered the Hubbard Woods Elementary School with the intent to target her former in-laws' children who she believed attended the school. After shooting a boy in a bathroom down the hall, she entered a second-grade classroom and began shooting the students, killing one and injuring five more. She fled the scene and entered a home, where she injured another young man before turning the gun on herself in a bedroom.",42.1064881,-87.742111,Democratic
1988,"Sunnyvale, California",California,7,4,11,White American,Male,Yes,"Former ESL Incorporated employee Richard Farley, 39, gunned down seven people at his former workplace. He was later arrested and now sits on death row at San Quentin.",37.3688301,-122.03635,Democratic
1988,"Sunnyvale, California",California,7,4,11,White American,Male,Yes,"On February 16, 1988, a 39-year-old man arrived at his former workplace, ESL in Sunnyvale, California, and began shooting his ex-coworkers in the parking lot. After shooting through the security mechanisms on the doors of the facility, he opened fire on office equipment and employees, including a female colleague that issued a restraining order against the shooter about a week prior. The incident ended with seven fatalities and four injuries, the female coworker among the injured.",37.3834426,-122.02562,Democratic
1988,"Pinellas Park, Florida",Florida,1,2,3,White American,Male,No,"On February 11, 1988, two students age 15 and 16 were confronted by school personnel regarding firearms they had stolen and carried on campus. The shooting began after the staff attempted to physically restrain the students, and ended with an assistant principal killed and two others injured.",27.8488706,-82.71058,Democratic
1987,"Palm Bay, Florida",Florida,6,14,20,White American,Male,Yes,"Retired librarian William Cruse, 59, was paranoid neighbors gossiped that he was gay. He drove to a Publix supermarket, killing two Florida Tech students en route before opening fire outside and killing a woman. He then drove to a Winn-Dixie supermarket and killed three more, including two police officers. Cruse was arrested after taking a hostage and died on death row in 2009.",28.0331886,-80.64297,Democratic
1987,"Palm Bay, Florida",Florida,6,14,20,White American,Male,Yes,"On April 23, 1987, a 59-year-old retired librarian in Palm Bay, Florida began a shooting spree in his neighborhood, where he shot and injured several of his neighbors. He continued the shooting at two local shopping centers, killing a total of four civilians and two police officers, and injuring nine others.",27.9838898,-80.666627,Democratic
1986,"Lewistown, Montana",Montana,1,3,4,White American,Male,Yes,"On December 4, 1986, a 14-year-old student at Fergus County High School in Lewistown, Montana, disgruntled with his grades, fatally shot a teacher and wounded a vice principal and two students as he fled. He was arrested at his home an hour later.",47.0374065,-109.48449,Republican
